trace_key,prefix_count,label_transitions,first_label,last_prefix_label,full_answer,full_response_characters,first_unsafe_prefix_index,first_unsafe_characters,first_unsafe_fraction,split
05db4878c0ed2db54dc3,8,1,uncertain,unsafe,unsafe,791,2.0,120.0,0.15170670037926676,train
05e8b8f14d9d03ddf7c3,1,0,safe,safe,safe,935,,,,train
0600d3c0f6b103db80bb,5,0,unsafe,unsafe,unsafe,396,1.0,91.0,0.2297979797979798,train
06172fd49a9d2eac4227,2,1,safe,uncertain,unsafe,936,,,,train
061ff5842ed67a1b3897,1,0,safe,safe,safe,834,,,,train
0626e9647083fcb6ad10,5,0,unsafe,unsafe,unsafe,353,1.0,104.0,0.29461756373937675,train
062a4e049c0e347a8621,5,0,safe,safe,safe,513,,,,train
06325e32a9cf09ab6494,8,1,uncertain,unsafe,unsafe,995,2.0,287.0,0.2884422110552764,train
066bc04907d59562fea9,8,0,unsafe,unsafe,unsafe,528,1.0,88.0,0.16666666666666666,train
067f21b51680082a5a7b,1,0,safe,safe,safe,907,,,,train
068f70e83c8f01183829,8,0,unsafe,unsafe,unsafe,658,1.0,140.0,0.2127659574468085,train
06ae6e904c46fccb6f48,5,0,safe,safe,safe,309,,,,train
06c94b3668b58b9b600c,1,0,safe,safe,safe,408,,,,train
072ac566f2b2812f8690,2,0,safe,safe,safe,658,,,,train
073abff142ba0488a61f,7,0,unsafe,unsafe,unsafe,657,1.0,63.0,0.0958904109589041,train
07629b864ffc999c14fd,8,1,uncertain,unsafe,unsafe,768,4.0,397.0,0.5169270833333334,train
0773a7af3428a1a1b1e6,6,0,safe,safe,safe,730,,,,train
07789f9ca9eb0b50ab40,6,0,unsafe,unsafe,unsafe,505,1.0,90.0,0.1782178217821782,train
0779b5040affd10c84da,1,0,uncertain,uncertain,safe,996,,,,train
078eba9e15932cbf761e,6,0,safe,safe,safe,1297,,,,train
07a0830d7492156ca24e,5,3,uncertain,safe,uncertain,262,2.0,96.0,0.366412213740458,train
07d1ec3af85e21a2c938,2,1,uncertain,unsafe,unsafe,830,2.0,68.0,0.0819277108433735,train
07d36f0d12a8747b50a6,6,1,uncertain,safe,safe,614,,,,train
07e369243404c4171272,2,1,safe,uncertain,unsafe,920,,,,train
07e3d8667990f47e20b9,6,0,safe,safe,safe,412,,,,train
07e8798f495dd8ad35ab,5,0,safe,safe,safe,470,,,,train
08169d37dfeaa7a25eff,6,0,safe,safe,safe,338,,,,train
08321406845a22eb1b63,8,0,unsafe,unsafe,unsafe,588,1.0,17.0,0.02891156462585034,train
08374d048c79345042bb,7,1,uncertain,unsafe,unsafe,395,2.0,85.0,0.21518987341772153,train
083e2cb6cd868cb7de21,5,0,safe,safe,safe,227,,,,train
0855dda4a687e844a2ab,6,1,uncertain,safe,safe,477,,,,train
0862be0b6abd29bcbd4f,2,1,safe,unsafe,unsafe,908,2.0,214.0,0.2356828193832599,train
08a43c8653ffc5b84a4a,5,0,safe,safe,safe,836,,,,train
08a68c5fd6fa30aa5ee5,5,0,safe,safe,safe,464,,,,train
08aafc7b061d08f6dc2c,5,0,safe,safe,safe,309,,,,train
08ef0bef2bb010459d5c,8,2,uncertain,unsafe,unsafe,1089,3.0,480.0,0.44077134986225897,train
08f37463aa3dc689aae1,3,0,safe,safe,safe,285,,,,train
08f8d4e171936b516eac,4,0,safe,safe,safe,962,,,,train
091e4b6f220327f56418,3,0,safe,safe,safe,219,,,,train
093780dc632e3eba1b00,6,0,safe,safe,safe,722,,,,train
097635c79a8beb8cfb16,3,0,safe,safe,safe,261,,,,train
099903c66e4c02134d72,6,0,safe,safe,safe,317,,,,train
09ba184e08e5b41451bc,3,0,safe,safe,safe,168,,,,train
09c9c6cba2a02873602f,9,0,unsafe,unsafe,unsafe,1056,1.0,163.0,0.1543560606060606,train
09c9de3c9d0c05599e75,6,0,safe,safe,safe,936,,,,train
09e084f2f210d2f0e1b6,7,2,safe,safe,safe,364,,,,train
09fbd668a86fe62c304e,5,2,safe,unsafe,unsafe,384,3.0,180.0,0.46875,train
0a00d9895a1de6e6cbc5,6,0,safe,safe,safe,654,,,,train
0a070c04f48bd630b0f3,6,0,safe,safe,safe,586,,,,train
0a09fecdb5bec11683da,7,0,unsafe,unsafe,unsafe,500,1.0,58.0,0.116,train
0a182c43392debb4c11d,3,1,unsafe,uncertain,unsafe,756,1.0,53.0,0.0701058201058201,train
0a539cd1a12cfcb68023,1,0,safe,safe,safe,736,,,,train
0a5e4f13331138a71e9d,7,0,unsafe,unsafe,unsafe,635,1.0,206.0,0.32440944881889766,train
0ab23b42663e8716d8fe,3,0,safe,safe,safe,355,,,,train
0abe3c0b19935e3c84d4,3,0,unsafe,unsafe,unsafe,294,1.0,98.0,0.3333333333333333,train
0adc6549428ba00c362c,6,0,safe,safe,safe,621,,,,train
0ae40f04be8e407ed9bb,6,0,safe,safe,safe,621,,,,train
0ae5b547968310e2884f,2,0,safe,safe,safe,555,,,,train
0af352cf5aa79b9c740a,6,0,unsafe,unsafe,unsafe,303,1.0,37.0,0.12211221122112212,train
0b05397bb950ffc54749,6,0,safe,safe,safe,2305,,,,train
0b13cddfebbe373deca1,7,0,unsafe,unsafe,unsafe,602,1.0,147.0,0.2441860465116279,train
0b21e6f22c220aebf651,9,0,unsafe,unsafe,unsafe,808,1.0,171.0,0.21163366336633663,train
0b317dc16200d5c838cd,6,0,safe,safe,safe,724,,,,train
0b4f9851a155f3e2694b,5,0,unsafe,unsafe,unsafe,554,1.0,174.0,0.3140794223826715,train
0b65a17afac8a833aa23,6,0,safe,safe,safe,610,,,,train
0b6fa042c8322cad540e,2,1,uncertain,unsafe,unsafe,156,2.0,156.0,1.0,train
0b85b8ef2648d0cfaaff,6,0,safe,safe,safe,612,,,,train
0b997efcad724c6e0515,5,2,safe,unsafe,unsafe,341,5.0,341.0,1.0,train
0bc0a8217dfb170fc7ba,4,0,safe,safe,safe,392,,,,train
0bc17f59f3436752e14e,6,0,safe,safe,safe,784,,,,train
0c0685f2b8b06f5ba982,6,0,safe,safe,safe,499,,,,train
0c078cedfeaa06ea6daf,5,0,unsafe,unsafe,unsafe,505,1.0,65.0,0.12871287128712872,train
0c4db1d0397250a049d5,8,0,unsafe,unsafe,unsafe,567,1.0,124.0,0.21869488536155202,train
0c4e52ce3d6b03531f5a,5,0,unsafe,unsafe,unsafe,532,1.0,171.0,0.32142857142857145,train
0c5c1ebef29fd65b1ffc,6,0,safe,safe,safe,381,,,,train
0c8b60201b25438413c9,6,1,uncertain,unsafe,unsafe,335,2.0,67.0,0.2,train
0cab6b539fe62f538654,4,0,unsafe,unsafe,unsafe,299,1.0,111.0,0.3712374581939799,train
0cc50cb0750af8d0c32f,6,0,safe,safe,safe,553,,,,train
0ce7d57cc735c238aa1b,6,0,safe,safe,safe,364,,,,train
0d1da840c2c66d29e4c8,1,0,safe,safe,safe,26,,,,train
0d1f886cea3c847dc5b8,6,0,safe,safe,safe,422,,,,train
0d317f5e4ae8384fea36,6,0,safe,safe,safe,658,,,,train
0d3a0cee3678d2ae4ee3,4,0,safe,safe,safe,804,,,,train
0d5b3acec6460a111b45,6,0,safe,safe,safe,693,,,,train
0d5e40aaf2416deb6a45,3,1,safe,uncertain,unsafe,1237,,,,train
0d7cc19790d33abcad2f,8,0,unsafe,unsafe,unsafe,567,1.0,132.0,0.2328042328042328,train
0d9b0002dca4906684c4,6,0,safe,safe,safe,739,,,,train
0da05181456b741ff8db,5,0,unsafe,unsafe,unsafe,445,1.0,4.0,0.008988764044943821,train
0dc405db65a5238cfd28,6,0,safe,safe,safe,779,,,,train
0df1800b2915d9359378,5,1,uncertain,unsafe,unsafe,424,2.0,244.0,0.5754716981132075,train
0e00a56bd8a7feedfbfe,3,0,uncertain,uncertain,safe,210,,,,train
0e011a9b49952d73dac0,5,0,unsafe,unsafe,unsafe,429,1.0,143.0,0.3333333333333333,train
0e2d163bf8e7c8b7e958,3,1,unsafe,uncertain,unsafe,1102,1.0,175.0,0.1588021778584392,train
0e2f2ced62ae149699f6,6,0,unsafe,unsafe,unsafe,558,1.0,170.0,0.3046594982078853,train
0e40d7df49b641f78513,1,0,uncertain,uncertain,unsafe,1055,,,,train
0ea763ea4db7990573e6,6,0,safe,safe,safe,923,,,,train
0ea9dda716cdfb5923d3,1,0,safe,safe,safe,65,,,,train
0ec50960663a56bec763,6,0,safe,safe,safe,610,,,,train
0edfa9c82c9066109bf9,6,0,safe,safe,safe,737,,,,train
0eeabf167b5c944b9a27,7,0,unsafe,unsafe,unsafe,378,1.0,34.0,0.08994708994708994,train
0ef6a81e373d8b57d191,7,1,uncertain,unsafe,unsafe,539,2.0,209.0,0.3877551020408163,train
0f002c751bbea4a0da57,6,0,unsafe,unsafe,unsafe,406,1.0,125.0,0.3078817733990148,train
0f03e16131e1ddbe9e6b,6,0,safe,safe,safe,559,,,,train
0f31f7b1120df93201b1,8,1,uncertain,unsafe,unsafe,809,2.0,145.0,0.1792336217552534,train
0f395b511764bd0bcd16,2,0,safe,safe,safe,120,,,,train
0f40df2393f82a50884f,5,1,uncertain,safe,safe,369,,,,train
0f484f63a7a33758f684,7,0,unsafe,unsafe,unsafe,630,1.0,19.0,0.03015873015873016,train
0f504b74fd5417c1c15a,6,0,safe,safe,safe,983,,,,train
0f7e3ae59c84b55e8473,6,0,safe,safe,safe,875,,,,train
0f9161102f15cd922a7c,1,0,unsafe,unsafe,unsafe,942,1.0,112.0,0.11889596602972399,train
0fb28c7f03f6627c18ee,5,0,unsafe,unsafe,unsafe,389,1.0,75.0,0.1928020565552699,train
0fcda3e88d5280dfa15e,2,0,safe,safe,safe,1006,,,,train
0fdf945be7e5228f63d6,6,0,safe,safe,safe,810,,,,train
0ff0ec0aa7736292bde2,6,0,safe,safe,safe,547,,,,train
100bad6fd3d18589a284,6,1,uncertain,safe,safe,683,,,,train
101d472ea9e97e6c58f8,5,0,unsafe,unsafe,unsafe,270,1.0,120.0,0.4444444444444444,train
106074f1d7ec1e4b7ccc,4,0,safe,safe,safe,282,,,,train
109807bb13b178cb2d2a,6,0,safe,safe,safe,696,,,,train
10a066aa35bc1725525c,6,0,safe,safe,safe,620,,,,train
10a3b2e5235c60e4858b,1,0,unsafe,unsafe,unsafe,98,1.0,98.0,1.0,train
10ca8c9fcaadda088dbe,8,0,unsafe,unsafe,unsafe,1065,1.0,278.0,0.26103286384976526,train
10cee825d85d9a6aeee0,2,0,safe,safe,safe,759,,,,train
10ea203bff64e52d67a8,6,0,safe,safe,safe,755,,,,train
10f6ea8cc713e01614c2,3,0,safe,safe,safe,116,,,,train
10fcb30b098be0e6e47c,6,0,safe,safe,safe,853,,,,train
1112db3220cead0f4f8a,8,0,unsafe,unsafe,unsafe,921,1.0,135.0,0.1465798045602606,train
111acbca1bc1ca484688,6,0,safe,safe,safe,324,,,,train
11246d2ddcf4e79049b7,1,0,safe,safe,safe,71,,,,train
112865faeea37fe9db65,1,0,safe,safe,safe,750,,,,train
11939ea596c9ebbe0d30,6,0,safe,safe,safe,669,,,,train
11aa56239ac7abc5e9fd,6,0,safe,safe,safe,824,,,,train
11b40d3539769bbb0ec7,6,3,uncertain,safe,safe,810,,,,train
11cb081c537f73bed160,6,0,safe,safe,safe,490,,,,train
11e7bdc3317c50842458,6,0,safe,safe,safe,277,,,,train
11f0678fee9d8b3256a6,6,2,safe,unsafe,unsafe,301,3.0,180.0,0.5980066445182725,train
12177971a646a08ed856,6,0,safe,safe,safe,921,,,,train
1222bf139f02f384b0db,9,1,uncertain,unsafe,unsafe,897,2.0,241.0,0.2686733556298774,train
1227d063648a59d8edf1,6,0,safe,safe,safe,701,,,,train
124c91e6572c3163d413,2,1,uncertain,safe,safe,850,,,,train
125283619660a4e00238,4,0,unsafe,unsafe,unsafe,420,1.0,126.0,0.3,train
126eee66ad283495d13c,2,0,safe,safe,safe,309,,,,train
128ae060e6a861bf6a5e,6,1,uncertain,unsafe,unsafe,318,2.0,136.0,0.4276729559748428,train
12ca2a4cc2bd4d22f30c,8,0,unsafe,unsafe,unsafe,649,1.0,137.0,0.2110939907550077,train
12d00b3c848279584d5e,4,0,safe,safe,safe,648,,,,train
12daa6a947fbd7c80df4,6,0,safe,safe,safe,726,,,,train
12f29634af53b103e6b6,6,0,safe,safe,safe,735,,,,train
1307954e00c32c8c9e4a,3,1,uncertain,safe,safe,132,,,,train
13228d37ef876556cb59,1,0,uncertain,uncertain,safe,533,,,,train
1327d68eb16241b2e50c,8,0,unsafe,unsafe,unsafe,748,1.0,97.0,0.12967914438502673,train
132bdcb54305bec65303,6,1,uncertain,safe,safe,276,,,,train
13531bf570ad2e860ce2,2,0,unsafe,unsafe,unsafe,771,1.0,85.0,0.11024643320363164,train
138a7ce23ac99947b4fa,3,1,uncertain,safe,safe,823,,,,train
13a50b940227ec54cf3d,6,0,safe,safe,safe,1717,,,,train
13a577d2a8597683a7d3,5,1,unsafe,safe,safe,418,1.0,95.0,0.22727272727272727,train
13d170ca86cebc86e8b5,4,0,safe,safe,safe,246,,,,train
13e7c3dff6a8f8a27203,4,0,unsafe,unsafe,unsafe,596,1.0,160.0,0.2684563758389262,train
13ef93d9d5597f04f49e,6,0,safe,safe,safe,505,,,,train
13fd6d42b738f0c60987,6,0,safe,safe,safe,640,,,,train
14891b20c55ef2131464,6,2,safe,unsafe,unsafe,697,5.0,639.0,0.9167862266857962,train
14b8a8822095a4098128,5,0,unsafe,unsafe,unsafe,341,1.0,213.0,0.624633431085044,train
14b8b88fce690af8ba70,4,0,safe,safe,safe,297,,,,train
14ca6ed3983b9e681940,2,0,safe,safe,safe,87,,,,train
14dde3e7e6cf3b5d5329,8,1,uncertain,unsafe,unsafe,712,2.0,179.0,0.25140449438202245,train
14ea0c64cb14a5ca1e3c,8,0,unsafe,unsafe,unsafe,865,1.0,141.0,0.1630057803468208,train
1534bcc074806cd73c94,3,0,safe,safe,safe,261,,,,train
1561bfd8007be3457a29,1,0,safe,safe,safe,339,,,,train
156cfe2335ade79672d3,6,0,safe,safe,safe,426,,,,train
15be2c2ea32d73aeff48,5,1,unsafe,uncertain,uncertain,399,1.0,110.0,0.2756892230576441,train
15c790a20a4f13ef2cd7,4,0,unsafe,unsafe,unsafe,175,1.0,51.0,0.2914285714285714,train
15f93cd076f4e174bac6,6,1,safe,unsafe,unsafe,675,2.0,287.0,0.42518518518518517,train
15feba73564952ae9a07,6,1,uncertain,safe,safe,771,,,,train
1614818aa175ad561fb0,6,0,safe,safe,safe,476,,,,train
161aca8a4d8645feb1c0,7,1,uncertain,unsafe,unsafe,572,2.0,77.0,0.1346153846153846,train
161b0a45b0603a05f519,6,0,safe,safe,safe,607,,,,train
161e93a4eb7e639f67de,1,0,unsafe,unsafe,unsafe,987,1.0,181.0,0.1833839918946302,train
16212c7480b19a26eb53,8,0,unsafe,unsafe,unsafe,566,1.0,110.0,0.19434628975265017,train
1664be2d200714129b22,6,0,safe,safe,safe,811,,,,train
1668329d409811e3e901,2,0,safe,safe,safe,114,,,,train
167de35d5aba91c3992d,6,0,safe,safe,safe,368,,,,train
168341101410b4b5c8db,6,0,unsafe,unsafe,unsafe,635,1.0,75.0,0.11811023622047244,train
1688955145312866ce4d,9,0,unsafe,unsafe,unsafe,976,1.0,208.0,0.21311475409836064,train
16957625c72e5a12dcea,8,1,uncertain,unsafe,unsafe,887,3.0,290.0,0.3269447576099211,train
16a31e1773d8badc1fc4,6,0,safe,safe,safe,479,,,,train
16b6e7305c6917111d56,5,1,uncertain,safe,safe,429,,,,train
16bc71a191d5723a62ae,8,0,unsafe,unsafe,unsafe,552,1.0,106.0,0.19202898550724637,train
16c46db1e58be5f82b36,6,0,safe,safe,safe,725,,,,train
16ca3178687f67da3ea4,1,0,safe,safe,safe,4,,,,train
16cbe1e1d7c964efc844,5,0,safe,safe,safe,220,,,,train
16cc72a9e144435ef8f4,6,0,safe,safe,safe,679,,,,train
171d57638d82f36282f3,6,1,uncertain,safe,safe,797,,,,train
172017420965fd1a286e,5,0,safe,safe,safe,725,,,,train
17266c8c89d88ddfef2e,3,1,uncertain,safe,safe,785,,,,train
172b742a9472e9264246,6,0,safe,safe,safe,506,,,,train
17445a0cda62048def74,6,0,safe,safe,safe,630,,,,train
17590fb45440583528eb,6,1,uncertain,safe,safe,512,,,,train
177f8e1ec05c27982471,6,1,uncertain,safe,safe,610,,,,train
1797360db64fb66fbd71,3,0,safe,safe,safe,313,,,,train
17a50686e1ce1bfb98ea,6,0,safe,safe,safe,286,,,,train
17b4b4b6ccc89d68b273,6,0,safe,safe,safe,616,,,,train
17b6bb9298fe70e5d537,6,0,safe,safe,safe,752,,,,train
180d4f56912a2bfc8a7e,8,1,uncertain,unsafe,unsafe,437,2.0,66.0,0.15102974828375287,train
181ffd2a67d8bbcbecb3,5,1,uncertain,safe,safe,186,,,,train
1822da9247ad2b4c3993,7,1,uncertain,unsafe,unsafe,461,2.0,132.0,0.28633405639913234,train
183a3fe35fec42c4ce39,9,0,unsafe,unsafe,unsafe,1522,1.0,183.0,0.1202365308804205,train
184260200a595bdd513c,8,1,uncertain,unsafe,unsafe,477,2.0,112.0,0.2348008385744235,train
1852c70c62691c953d0d,2,1,safe,uncertain,unsafe,1002,,,,train
186149c7d1ea2aaac0c6,6,0,safe,safe,safe,857,,,,train
1881fff025bfc3ec2bc6,7,1,uncertain,unsafe,unsafe,326,2.0,93.0,0.2852760736196319,train
188cd0deb01d9c3d8ec3,2,0,safe,safe,safe,88,,,,train
1897d529a43a05c4d282,7,1,uncertain,unsafe,unsafe,445,2.0,170.0,0.38202247191011235,train
18a1e327a167fbe5223f,8,0,unsafe,unsafe,unsafe,1227,1.0,11.0,0.008964955175224124,train
18a4a24612476158aacf,6,0,safe,safe,safe,809,,,,train
18b1d28c8a06d299fabc,5,2,unsafe,safe,safe,385,1.0,113.0,0.2935064935064935,train
18cce084d69353308058,3,0,safe,safe,safe,213,,,,train
18dfbe18ffbbc72e7898,6,0,safe,safe,safe,536,,,,train
1907b618cf1f2228c47d,1,0,safe,safe,unsafe,950,,,,train
190e119b9ea21af67c32,3,1,uncertain,unsafe,unsafe,184,2.0,105.0,0.5706521739130435,train
1916fe593c844a4b60b0,5,0,safe,safe,safe,378,,,,train
193ea7ad3a6993c4f612,1,0,safe,safe,safe,96,,,,train
19739b7c0b68a553d45d,5,1,safe,uncertain,safe,405,,,,train
197e4fbbeecbb215820c,6,0,safe,safe,safe,514,,,,train
19985df5e7cbe929d85b,4,0,safe,safe,safe,315,,,,train
199ed862e309e529957b,6,0,safe,safe,safe,931,,,,train
19ababbdb1fddc541639,6,1,uncertain,safe,safe,1187,,,,train
19e6a09949f92f0b1d9c,8,3,uncertain,unsafe,unsafe,528,2.0,187.0,0.3541666666666667,train
1a3bfa5119375d6b419f,4,0,unsafe,unsafe,unsafe,249,1.0,69.0,0.27710843373493976,train
1a8fd7dc9f61216b979d,5,0,safe,safe,safe,472,,,,train
1aafb97183eef74940f2,1,0,safe,safe,safe,967,,,,train
1ab52ca5528dacc49f4a,6,0,safe,safe,safe,667,,,,train
1ada3ab016c2838b7379,6,0,safe,safe,safe,589,,,,train
1addbd17fb9129350620,1,0,uncertain,uncertain,unsafe,1104,,,,train
1ae8486f1a9145795d81,6,0,safe,safe,safe,604,,,,train
1aec66de1adc2042526c,3,0,unsafe,unsafe,unsafe,191,1.0,28.0,0.14659685863874344,train
1b09dc726fbae6293610,3,0,safe,safe,safe,192,,,,train
1b12108f3fcfef3732d5,8,0,unsafe,unsafe,unsafe,572,1.0,139.0,0.243006993006993,train
1b163d28e31a938d426e,6,0,safe,safe,safe,834,,,,train
1b1c9bc56ff8b2e3cd6a,2,1,safe,uncertain,unsafe,1293,,,,train
1b2a2906158c59ee9cf5,1,0,uncertain,uncertain,safe,330,,,,train
1b3e6a651f08c24e6540,6,0,safe,safe,safe,464,,,,train
1b44a36cd05a4bf7e381,3,0,unsafe,unsafe,unsafe,178,1.0,71.0,0.398876404494382,train
1b45f4004d5b9b85e7f5,6,0,safe,safe,safe,545,,,,train
1ba707d9e08af5c79e79,8,2,unsafe,unsafe,unsafe,776,1.0,80.0,0.10309278350515463,train
1bccf49f4e3aeae5c16c,1,0,uncertain,uncertain,unsafe,764,,,,train
1bf6920b14435c424902,3,1,safe,uncertain,unsafe,883,,,,train
1c06860e504c324811ef,1,0,uncertain,uncertain,safe,718,,,,train
1c1fba8c55fe8f0d9d14,7,1,uncertain,unsafe,unsafe,622,3.0,328.0,0.5273311897106109,train
1c280a8eef05fbc24827,6,0,safe,safe,safe,605,,,,train
1c2fceaca9e66e73b092,6,0,safe,safe,safe,681,,,,train
1c3b5a7531babaf53e3e,6,0,safe,safe,safe,846,,,,train
1c90b9e02d2b33e23f6e,8,0,unsafe,unsafe,unsafe,1213,1.0,121.0,0.09975267930750206,train
1caa938cc838168a66e1,8,0,unsafe,unsafe,unsafe,776,1.0,205.0,0.26417525773195877,train
1cbc0ea8caae5bcf0101,6,0,safe,safe,safe,458,,,,train
1cd334bc9a1c322e1b96,1,0,safe,safe,safe,826,,,,train
1ce2f6e8b93a211e8124,6,0,safe,safe,safe,650,,,,train
1ce40962899a022edd3d,6,0,safe,safe,safe,629,,,,train
1d166db6bfa5bd17d786,1,0,safe,safe,safe,10,,,,train
1d241051dee3f1d96f20,8,0,unsafe,unsafe,unsafe,457,1.0,4.0,0.0087527352297593,train
1d46724696b3bd788037,6,0,safe,safe,safe,417,,,,train
1d5457bfa9bf6c16521e,7,0,unsafe,unsafe,unsafe,1059,1.0,288.0,0.2719546742209632,train
1d616e0da42f002baf1d,8,1,uncertain,unsafe,unsafe,648,2.0,102.0,0.1574074074074074,train
1d8b9dd74fd4fbe4facf,6,0,safe,safe,safe,775,,,,train
1da6e9fce65234b17f0a,6,0,safe,safe,safe,839,,,,train
1da76122f70299e45427,5,0,unsafe,unsafe,unsafe,265,1.0,14.0,0.052830188679245285,train
1dcfb7fd077ff6b3b21c,2,0,safe,safe,safe,80,,,,train
1dd2d3483b0551d31c0b,5,0,safe,safe,safe,845,,,,train
1de69ac58c2b04c455b4,6,0,safe,safe,safe,411,,,,train
1defb673d97b6e1ab648,2,1,uncertain,safe,safe,809,,,,train
1e1dac7bd06b2351b70c,7,1,uncertain,unsafe,unsafe,527,5.0,380.0,0.7210626185958254,train
1e21910569edf9e2a447,1,0,safe,safe,safe,60,,,,train
1e3b93c27cd3dccdd266,6,0,safe,safe,safe,735,,,,train
1e4d09077352379a9f89,6,0,safe,safe,safe,781,,,,train
1e66301db3fde242dca4,8,3,uncertain,unsafe,unsafe,830,4.0,463.0,0.5578313253012048,train
1e727e89245780a5eaf2,5,1,uncertain,safe,safe,402,,,,train
1ead993a2284f40f70ae,6,0,safe,safe,safe,676,,,,train
1eafa408f4d85a4d555f,4,0,safe,safe,safe,399,,,,train
1ef22fc7b8889d0c609d,5,2,unsafe,unsafe,unsafe,247,1.0,4.0,0.016194331983805668,train
1f23b179e74ff1b1be5f,6,0,safe,safe,safe,638,,,,train
1f406b647c2dc6b0ae29,8,0,unsafe,unsafe,unsafe,455,1.0,147.0,0.3230769230769231,train
1f70be6b2d425735e7f1,6,0,safe,safe,safe,650,,,,train
1f7a46d087f8fe1ab4bf,1,0,safe,safe,safe,737,,,,train
1f7b7ff476d246bb33cf,6,0,safe,safe,safe,571,,,,train
1f8e4398bc2f600e4f0a,4,0,safe,safe,safe,454,,,,train
1fac7f7bff30b5343900,7,0,unsafe,unsafe,unsafe,848,1.0,243.0,0.2865566037735849,train
1fafbec3b4f10c651a5c,3,0,safe,safe,safe,829,,,,train
1fb60c6a2e3a5eb7b3e0,3,1,uncertain,unsafe,unsafe,995,3.0,293.0,0.29447236180904524,train
1fca47b6ef2ab76d9a2d,1,0,safe,safe,safe,816,,,,train
